product_id,category_code,brand
17301699,,
8800672,electronics.telephone,irbis
2501670,appliances.kitchen.oven,bosch
18400069,,kicx
21404180,electronics.clocks,
3801263,appliances.iron,scarlett
18000022,,apple
2602173,,artel
45900002,,sly
22700667,,bosch
1201454,electronics.tablet,apple
4803894,electronics.audio.headphone,jbl
5701134,auto.accessories.player,pioneer
1005068,electronics.smartphone,samsung
1801592,electronics.video.tv,sony
6500760,computers.components.motherboard,asus
28714193,apparel.shoes,greyder
21404608,electronics.clocks,
2402570,appliances.kitchen.hood,bosch
12710077,,nexen
2400665,appliances.kitchen.hood,turboair
26403566,,sokolov
2701303,appliances.kitchen.refrigerators,indesit
18700057,,
11200121,appliances.personal.scales,xiaomi
1004224,electronics.smartphone,xiaomi
9002906,kids.toys,
17600828,,vichy
12712699,,bridgestone
12700889,,nokian
1201388,electronics.tablet,apple
12600037,appliances.kitchen.grill,redmond
12714324,,pirelli
1480469,computers.desktop,dell
4000195,construction.tools.generator,scarlett
4600384,appliances.kitchen.dishwasher,whirlpool
28712950,apparel.shoes,respect
15400228,,intex
17300873,,byredo
29000021,,welss
19100330,construction.tools.saw,alteco
28101035,,
18400118,,kenwood
12200998,sport.bicycle,greenbike
15600052,,
10201351,kids.dolls,mattel
28100613,,balta
12704579,,nokian
5100637,electronics.clocks,garmin
1600595,computers.peripherals.printer,canon
8800983,electronics.telephone,bq
35900050,,
3601438,appliances.kitchen.washer,beko
38900042,,
4900011,appliances.kitchen.juicer,braun
21400499,electronics.clocks,
23000098,,
28400277,accessories.bag,karya
6300759,appliances.kitchen.kettle,tefal
18000780,,apple
27300008,,jetpik
28719170,apparel.shoes,salamander
23700097,furniture.bedroom.blanket,askona
12707834,,nexen
1802039,electronics.video.tv,sony
42600070,,stels
7600029,,tp-link
1306288,computers.notebook,hp
3800859,appliances.iron,tefal
5800192,electronics.audio.subwoofer,jvc
12715327,,comforser
1307354,computers.notebook,asus
28717937,apparel.shoes,cover
17302934,,
12715677,,pirelli
34800179,,
16800356,furniture.kitchen.table,
1307344,computers.notebook,asus
4700634,auto.accessories.videoregister,intego
16800035,furniture.kitchen.table,bts
7002256,kids.carriage,wingoffly
40600032,,huntkey
12201513,sport.bicycle,giant
5301501,,moser
49800018,accessories.bag,ritmix
28711793,apparel.shoes.sandals,indiana
28100597,,
10500704,,
12704129,,yokohama
35900035,,bergner
38900094,,
18300766,accessories.bag,lenovo
17301057,,
17300485,,nasomatto
2701773,appliances.kitchen.refrigerators,indesit
3601290,appliances.kitchen.washer,indesit
17200778,furniture.living_room.sofa,
26402948,,
12718498,,pirelli
3500180,,gorenje
6200914,appliances.environment.air_heater,
1480440,computers.desktop,pulser
28718174,apparel.shoes,salamander
10900168,appliances.kitchen.mixer,kitfort
6800072,appliances.kitchen.kettle,braun
22700007,,kolner
28101513,,erkaplan
1802047,electronics.video.tv,lg
1600362,computers.peripherals.printer,hp
21407206,electronics.clocks,tissot
2402807,appliances.kitchen.hood,dauscher
21407014,electronics.clocks,tissot
2701557,appliances.kitchen.refrigerators,bosch
12718994,,goodyear
12500554,,alteco
12700089,,nokian
12703670,,goodyear
5701059,auto.accessories.player,clarion
16100792,,bergner
3601535,appliances.kitchen.washer,samsung
18400137,,hertz
26402718,,
4600416,appliances.kitchen.dishwasher,bosch
22700564,,
18800005,auto.accessories.parktronic,parkmaster
6701195,computers.components.videocards,palit
37500183,,carters
10800098,,tristar
34800187,,
1307271,computers.notebook,lenovo
40600088,,
28716457,apparel.shoes,respect
13600173,furniture.bathroom.bath,zara
26300189,,lucente
3701225,appliances.environment.vacuum,redmond
10201420,kids.dolls,
16100643,,agness
19200063,construction.tools.saw,stihl
10900225,appliances.kitchen.mixer,saturn
2601448,,artel
7005190,kids.carriage,belecoo
30100006,,makita
8500140,,navien
3300402,,galaxy
1201379,electronics.tablet,apple
8800867,electronics.telephone,inoi
28100860,,moldabela
22500066,,mart
35500015,,gipfel
30500023,country_yard.cultivator,huter
4100291,,sony
13102246,,legeartis
16600094,,rivertoys
5700854,auto.accessories.player,winca
12719699,,kapsen
23900061,,
1002101,electronics.smartphone,samsung
44500023,,omabelle
20900638,,travelite
5600065,appliances.environment.air_heater,ballu
1306414,computers.notebook,lenovo
4804132,electronics.audio.headphone,huawei
2402006,appliances.kitchen.hood,hansa
8700231,appliances.personal.hair_cutter,maxwell
12718335,,
28713835,apparel.shoes.step_ins,greyder
6200937,appliances.environment.air_heater,
1307425,computers.notebook,lenovo
12718502,,pirelli
1201285,electronics.tablet,apple
1802046,electronics.video.tv,lg
4300409,,polaris
40600104,,ipower
46800012,appliances.kitchen.refrigerators,dometic
1801853,electronics.video.tv,tcl
46800022,appliances.kitchen.refrigerators,dometic
6500636,computers.components.motherboard,asus
2602174,,artel
1004582,electronics.smartphone,meizu
28715754,apparel.shoes,nexpero
28718171,apparel.shoes.moccasins,salamander
9300067,,lg
16100642,,agness
5701178,auto.accessories.player,swat
33900058,,mercury
2601450,,dauscher
28713836,apparel.shoes.step_ins,greyder
21402035,electronics.clocks,
12100135,kids.skates,candy
15200181,,bars
2701677,appliances.kitchen.refrigerators,atlant
18200008,electronics.audio.acoustic,lg
26402830,,sokolov
27700188,construction.tools.pump,pedrollo
17300714,,mancera
15400000,,bestway
12709709,,cordiant
12703620,,bfgoodrich
22700465,,startul
3701056,appliances.environment.vacuum,samsung
12711175,,triangle
15100020,,
28707776,apparel.shoes.sandals,rieker
9002786,kids.toys,bestoy
12202099,sport.bicycle,gt
15100216,,
44100008,,
5301208,,polaris
28600001,,
26403162,,sokolov
13200096,furniture.bedroom.bed,
4502646,appliances.kitchen.hob,dauscher
4300270,,vitek
40600109,,
42700016,auto.accessories.winch,t-max
28401159,accessories.bag,karya
26403487,,
5801039,electronics.audio.subwoofer,hertz
12712873,,ovation
7006092,kids.carriage,anex
17300828,,lanvin
2601885,,artel
10502403,,hasbro
13200037,furniture.bedroom.bed,
21407373,electronics.clocks,casio
16100712,,agness
1801848,electronics.video.tv,tcl
3800410,appliances.iron,saturn
7101171,furniture.bedroom.bed,incanto
28715828,apparel.shoes,
12700135,,nokian
2900852,appliances.kitchen.microwave,dauscher
2201033,,canon
13104584,,skad
12710853,,michelin
6301982,appliances.kitchen.kettle,dauscher
35700016,appliances.kitchen.kettle,apollo
5300194,,panasonic
35900012,,taller
1307107,computers.notebook,asus
12701564,,bridgestone
26500465,,
28711654,apparel.shoes.sandals,burgerschuhe
28716582,apparel.shoes,baden
50500100,,krause
15200905,,t-rex
17601300,,gehwol
6300687,appliances.kitchen.kettle,tefal
26400467,,
3800793,appliances.iron,redmond
5801624,electronics.audio.subwoofer,jvc
1003208,electronics.smartphone,
30900504,computers.components.cooler,enermax
40600090,,
7005235,kids.carriage,
28712019,apparel.shoes,salamander
1005151,electronics.smartphone,xiaomi
7101300,furniture.bedroom.bed,uomo
42500009,,
3800953,appliances.iron,tefal
22900207,furniture.bedroom.pillow,
2402811,appliances.kitchen.hood,midea
23900253,,
12705589,,
22700293,,stanley
2700306,appliances.kitchen.refrigerators,
22700177,,stels
1004462,electronics.smartphone,huawei
28705883,apparel.shoes.sandals,rieker
26402159,,
1480638,computers.desktop,asus
1201238,electronics.tablet,huawei
15600027,,bts
4803840,electronics.audio.headphone,pioneer
8800511,electronics.telephone,bq
21400432,electronics.clocks,
3300481,,scarlett
5801701,electronics.audio.subwoofer,fli
1480508,computers.desktop,pulser
46400019,apparel.trousers,
1307310,computers.notebook,acer
25400164,,
16000776,,
17200422,furniture.living_room.sofa,divalux
23200992,,dox
28718725,apparel.shoes,respect
27300002,,philips
16200138,kids.fmcg.diapers,pampers
46800013,appliances.kitchen.refrigerators,dometic
28101537,,erkaplan
9300037,,lg
2601574,,
3100623,appliances.kitchen.blender,braun
13200013,furniture.bedroom.bed,sv
7005191,kids.carriage,belecoo
12709956,,bridgestone
13200917,furniture.bedroom.bed,
3700781,appliances.environment.vacuum,polaris
17302332,,byredo
4600437,appliances.kitchen.dishwasher,bosch
12710331,,maxxis
5100530,electronics.clocks,garmin
46900012,accessories.bag,coleman
26300187,,lucente
22700153,,yato
35900054,,
28719173,apparel.shoes,salamander
2600234,,flama
12718781,,
2800594,appliances.kitchen.refrigerators,indesit
3801273,appliances.iron,tefal
1801940,electronics.video.tv,haier
3601534,appliances.kitchen.kettle,dauscher
2402008,appliances.kitchen.hood,hansa
25509828,,gerat
1600614,computers.peripherals.printer,hp
5700414,auto.accessories.player,clarion
40600080,,
2602137,,artel
2601800,,hansa
17302872,,montale
18400204,,pride
1003665,electronics.smartphone,xiaomi
16100500,,gipfel
34800303,,cantra
21411270,electronics.clocks,
26204077,,
18400154,,jvc
1802008,electronics.video.tv,lg
34800113,,
2701949,appliances.kitchen.refrigerators,midea
28706658,apparel.shoes.espadrilles,rieker
44500029,,omabelle
4803841,electronics.audio.headphone,numark
8800820,electronics.telephone,inoi
6200523,appliances.environment.air_heater,timberk
17300771,,bulgari
45900083,,sly
8800932,electronics.telephone,inoi
7004616,kids.carriage,bertoni
1002098,electronics.smartphone,samsung
22900079,furniture.bedroom.pillow,belashoff
22700842,,
5701122,auto.accessories.player,kenwood
25400058,,
22700413,,stanley
40500139,,xiaomi
14701446,furniture.living_room.cabinet,
12202202,sport.bicycle,gt
17302997,,
3300487,,vitek
12300078,construction.tools.drill,bosch
16400150,,bohemia
13000049,,x-game
32801121,,
28715777,apparel.shoes,nexpero
1306260,computers.notebook,hp
1005137,electronics.smartphone,apple
1307090,computers.notebook,lenovo
5100466,electronics.clocks,elari
21408101,electronics.clocks,
8902408,kids.toys,chicco
1480244,computers.desktop,hp
28718012,apparel.shoes,respect
7006093,kids.carriage,anex
5701117,auto.accessories.player,jvc
12202300,sport.bicycle,phoenix
28707777,apparel.shoes.sandals,rieker
12711622,,yokohama
1004940,electronics.smartphone,vivo
46900028,accessories.bag,dometic
40600130,,cyberpower
5800860,electronics.audio.subwoofer,phantom
21406260,electronics.clocks,citizen
15600023,,
7101046,furniture.bedroom.bed,lorelli
5700282,auto.accessories.player,alpine
12300246,construction.tools.drill,makita
21404480,electronics.clocks,orient
38900044,,
2702529,appliances.kitchen.refrigerators,dauscher
8000053,,chicco
19700001,,nutrilon
14400053,,acme
1307095,computers.notebook,lenovo
15200570,,crona
12716721,,kapsen
5301012,,philips
26402929,,
1200382,electronics.tablet,apple
28715823,apparel.shoes,
3200498,appliances.kitchen.meat_grinder,scarlett
33000517,,
1500227,computers.peripherals.printer,epson
1307279,computers.notebook,lenovo
28713485,,greyder
6200261,appliances.environment.air_heater,midea
6902298,furniture.living_room.chair,heyner
19100189,construction.tools.saw,makita
26009195,,
45900079,,sly
2800160,appliances.kitchen.refrigerators,pozis
28718144,apparel.shoes,fassen
3801360,appliances.iron,tefal
19200012,construction.tools.saw,huter
12716097,,michelin
3500122,,bosch
32403526,,
26402375,,sokolov
26403368,,
4501432,appliances.kitchen.hob,bosch
26400372,,
17601298,,gehwol
12711107,,cordiant
6301419,appliances.kitchen.kettle,tefal
2400925,appliances.kitchen.hood,mbs
26402537,,
9300016,,panasonic
4804451,electronics.audio.headphone,jbl
4600413,appliances.kitchen.dishwasher,bosch
40600049,,svc
1004920,electronics.smartphone,apple
6701042,computers.components.videocards,msi
2900810,appliances.kitchen.microwave,panasonic
26600992,,
22700762,,tundra
23900266,,
27700740,construction.tools.pump,alteco
12712562,,hifly
4501870,appliances.kitchen.hob,bosch
12100456,kids.skates,kugoo
21400515,electronics.clocks,casio
6200373,appliances.environment.air_heater,electrolux
1480260,computers.desktop,lenovo
42000018,,pt-group
16400012,,rondell
12201463,sport.bicycle,dk
3500285,,gorenje
28716520,apparel.shoes,
8800671,electronics.telephone,irbis
34800165,,
10201322,kids.dolls,
21401444,electronics.clocks,casio
5300062,,braun
28300236,accessories.wallet,picard
2601677,,artel
47600006,apparel.jacket,aivengo
5700579,auto.accessories.player,pioneer
1801909,electronics.video.tv,samsung
27300013,,jetpik
1004825,electronics.smartphone,bq
28707970,apparel.shoes.ballet_shoes,
21410791,electronics.clocks,
5000107,appliances.sewing_machine,jaguar
8801022,electronics.telephone,nobby
23800002,,vegas
11900142,,
42000002,,pt-group
13102483,,kipardo
22700805,,
8800259,electronics.telephone,jinga
3500071,,bosch
12201563,sport.bicycle,axis
2702522,appliances.kitchen.refrigerators,dauscher
2702567,appliances.kitchen.refrigerators,midea
5301212,,vitek
42000041,,lux
46200064,apparel.skirt,
12711053,,tunga
15200781,,volta
3300219,,redmond
7004549,kids.carriage,rant
12708438,,maxxis
1003711,electronics.smartphone,samsung
17800168,computers.desktop,aerocool
12702301,,michelin
8800546,electronics.telephone,texet
13102543,,
28717930,apparel.shoes,burgerschuhe
35900053,,
44500030,,omabelle
8700375,appliances.personal.hair_cutter,philips
1306601,computers.notebook,asus
28716987,apparel.shoes,respect
21407291,electronics.clocks,rado
5800040,electronics.audio.subwoofer,pioneer
3100388,appliances.kitchen.blender,vitek
5300712,,braun
12707962,,goodyear
13100853,,skad
3500094,,bosch
2700619,appliances.kitchen.refrigerators,indesit
15200107,,
5100790,electronics.clocks,garmin
28719242,apparel.shoes,
1003609,electronics.smartphone,meizu
5300767,,vitek
5000015,appliances.sewing_machine,jaguar
34800288,,cantra
27300029,,waterpik
17302260,,
1004078,electronics.smartphone,xiaomi
28300437,accessories.wallet,karya
44500021,,omabelle
2702062,appliances.kitchen.refrigerators,
27300009,,jetpik
26014565,,machaon
16800025,furniture.kitchen.table,sv
13200237,furniture.bedroom.bed,
8800709,electronics.telephone,texet
1480400,computers.desktop,lenovo
23800001,,vegas
5800865,electronics.audio.subwoofer,edge
5100573,electronics.clocks,apple
46300002,apparel.dress,sly
17301217,,
1306546,computers.notebook,dell
3500166,,maxwell
28716245,apparel.shoes,respect
12717103,,cordiant
5700985,auto.accessories.player,
2602130,,dauscher
13105155,,skad
34800270,,cantra
13300827,,casper
16000644,,
17601229,,
2201030,,sony
12703046,,bridgestone
26403543,,
13000025,,x-game
17301544,,
18700017,,
14400026,,hoco
1004735,electronics.smartphone,sony
26600617,,trollbeads
12704609,,cordiant
5300762,,rowenta
35100750,apparel.underwear,milavitsa
44300057,apparel.jeans,
49400021,,
3900749,appliances.environment.water_heater,haier
23300211,,
4501190,appliances.kitchen.hob,beko
3601448,appliances.kitchen.washer,lg
10201146,kids.dolls,llorens
8800516,electronics.telephone,texet
35900004,,polaris
28100901,,
3200392,appliances.kitchen.meat_grinder,saturn
12201154,sport.bicycle,phoenix
34700035,,
3100723,appliances.kitchen.blender,elenberg
16400235,,bergner
15100188,,
26500477,,
34200057,,berghoff
51000010,appliances.environment.vacuum,
40600020,,sven
28400882,accessories.bag,
21402913,electronics.clocks,casio
19700002,,kabrita
15800070,,huter
35103206,apparel.underwear,milavitsa
12200906,sport.bicycle,torrent
8902097,kids.toys,
5301782,,vitek
5700024,auto.accessories.player,pioneer
8500451,,
3500005,,bosch
10900210,appliances.kitchen.mixer,braun
12714692,,centara
28717183,apparel.shoes,baden
5000804,appliances.sewing_machine,bernina
12701506,,bridgestone
3100574,appliances.kitchen.blender,polaris
13100469,,trebl
16400166,,bohemia
1003461,electronics.smartphone,xiaomi
12710984,,powertrac
26400228,,
12720193,,roadx
22700766,,tundra
12500001,,
1201247,electronics.tablet,prestigio
28715637,apparel.shoes.keds,adidas
34800176,,
26300645,,sokolov
34800298,,cantra
22600003,auto.accessories.compressor,berkut
26013992,,machaon
25600102,,
12706092,,nokian
15800155,,denzel
2900214,appliances.kitchen.microwave,ava
46800019,appliances.kitchen.refrigerators,dometic
9101154,computers.peripherals.mouse,defender
26100009,,
13300562,,sonel
1801826,electronics.video.tv,toshiba
16400021,,tefal
17500466,,collistar
2702538,appliances.kitchen.refrigerators,dauscher
26202879,,
12300635,construction.tools.drill,makita
17601324,,gehwol
2200992,,sony
23000112,,castrol
31501172,,luminarc
1801572,electronics.video.tv,yasin
8800754,electronics.telephone,prestigio
18700001,,
11000257,appliances.kitchen.toster,vitek
12701293,,triangle
13300176,,askona
12707801,,
5301634,,philips
21400576,electronics.clocks,casio
19200043,construction.tools.saw,stihl
12711276,,nexen
12719374,,goodyear
21407138,electronics.clocks,tissot
39700102,apparel.costume,
5801017,electronics.audio.subwoofer,audison
18000962,,samsung
1307012,computers.notebook,apple
19100036,construction.tools.saw,makita
34800296,,cantra
26400268,,lucente
28719643,apparel.shoes,salamander
2702347,appliances.kitchen.refrigerators,lg
1004080,electronics.smartphone,xiaomi
16400001,,peterhof
28710831,,rieker
21409509,electronics.clocks,casio
52000015,,persona
40600009,,allocacoc
10201649,kids.dolls,
16400025,,tefal
8000348,,huanger
3901095,appliances.environment.water_heater,thermex
2602128,,dauscher
6000032,auto.accessories.alarm,cenmax
8901339,kids.toys,chicco
19100148,construction.tools.saw,
12700931,,nokian
3600937,appliances.kitchen.washer,samsung
3200221,appliances.kitchen.meat_grinder,
5300481,,vitek
12200986,sport.bicycle,racer
1480726,computers.desktop,pulser
3601497,appliances.kitchen.washer,lg
12300067,construction.tools.drill,bosch
18300633,accessories.bag,acer
44500045,,omabelle
2900777,appliances.kitchen.microwave,bbk
12202342,sport.bicycle,axis
5701215,auto.accessories.player,
12719985,,goodride
45900005,,sly
1306692,computers.notebook,asus
2900032,appliances.kitchen.microwave,samsung
26402838,,sokolov
1004887,electronics.smartphone,oppo
15901520,,granhel
17200684,furniture.living_room.sofa,
12709892,,michelin
15800125,,karcher
21404791,electronics.clocks,orient
12704952,,viatti
8500322,,
21406829,electronics.clocks,
28716694,apparel.shoes,respect
12201172,sport.bicycle,specialized
9100732,computers.peripherals.mouse,delux
18300683,accessories.bag,
12719957,,kapsen
1004077,electronics.smartphone,xiaomi
2501927,appliances.kitchen.oven,aeg
49300052,,weekend
11200451,appliances.personal.scales,huawei
4700387,auto.accessories.videoregister,neoline
26600086,,lucente
26100001,,sulu
11200239,appliances.personal.scales,elenberg
3900657,appliances.environment.water_heater,ariston
15900544,,
4400518,appliances.kitchen.coffee_machine,gorenje
5700924,auto.accessories.player,
22900023,furniture.bedroom.pillow,
2701939,appliances.kitchen.refrigerators,atlant
18300263,accessories.bag,rivacase
18700040,,
26402532,,
6200705,appliances.environment.air_heater,
28708245,,rieker
27700710,construction.tools.pump,
1305602,computers.notebook,lenovo
42000027,,thule
1480451,computers.desktop,pulser
1307051,computers.notebook,apple
12707468,,toyo
18000993,,samsung
28717745,apparel.shoes,
34800250,,cantra
5800977,electronics.audio.subwoofer,edge
2700599,appliances.kitchen.refrigerators,
1201408,electronics.tablet,lenovo
15100218,,
5100565,electronics.clocks,apple
6701183,computers.components.videocards,palit
3900663,appliances.environment.water_heater,thermex
5701090,auto.accessories.player,jvc
1305567,computers.notebook,hp
12703050,,cordiant
1004260,electronics.smartphone,apple
31300095,,homeart
4502612,appliances.kitchen.hob,candy
2601934,,dauscher
36700020,,karya
11000000,appliances.kitchen.toster,vitek
17601322,,gehwol
1004908,electronics.smartphone,doogee
8800322,electronics.telephone,jinga
5301312,,vitek
5300026,,braun
46400013,apparel.trousers,sly
1480574,computers.desktop,hp
8800517,electronics.telephone,texet
15200186,,bars
5100525,electronics.clocks,
28717725,apparel.shoes,greyder
5800823,electronics.audio.subwoofer,nakamichi
10200413,kids.dolls,
1004979,electronics.smartphone,samsung
1480647,computers.desktop,acer
2701882,appliances.kitchen.refrigerators,beko
34800207,,cantra
12719049,,triangle
1305232,computers.notebook,hp
26400318,,lucente
26026344,,
28400986,accessories.bag,
52900036,accessories.bag,stanley
22700776,,tundra
2900583,appliances.kitchen.microwave,electrolux
9100605,computers.peripherals.mouse,crown
15700101,,
40800037,,
6701088,computers.components.videocards,evga
2501816,appliances.kitchen.oven,artel
17601177,,embryolisse
17302189,,
13103919,,kipardo
11900341,,
1004662,electronics.smartphone,samsung
12709507,,yokohama
28717874,apparel.shoes,cover
1003613,electronics.smartphone,doogee
26400314,,lucente
5801072,electronics.audio.subwoofer,audison
8801064,electronics.telephone,philips
15200893,,bars
5301165,,gemei
5701065,auto.accessories.player,pioneer
12300061,construction.tools.drill,bosch
4502174,appliances.kitchen.hob,electrolux
39700076,apparel.costume,
5500289,,panasonic
28401167,accessories.bag,karya
17200248,furniture.living_room.sofa,
6200806,appliances.environment.air_heater,oasis
17601297,,gehwol
1801991,electronics.video.tv,irbis
4900289,appliances.kitchen.juicer,elenberg
1307350,computers.notebook,acer
46400010,apparel.trousers,sly
1480149,computers.desktop,neo
26201190,,lucente
34800234,,cantra
17301554,,
12100786,kids.skates,segway
16000914,,
36400030,,gipfel
28718862,apparel.shoes,respect
13102491,,kipardo
5701190,auto.accessories.player,nakamichi
13104260,,epr
44500031,,omabelle
12711561,,triangle
44500042,,omabelle
1005120,electronics.smartphone,apple
26402615,,
4201311,appliances.environment.air_conditioner,mdv
3900648,appliances.environment.water_heater,ariston
17303001,,
7004743,kids.carriage,cybex
12719586,,hifly
1004361,electronics.smartphone,apple
21402668,electronics.clocks,
9300025,,lg
1600468,computers.peripherals.printer,hp
12709955,,yokohama
5300079,,remington
18700027,,
29501909,,
3801028,appliances.iron,redmond
8900510,kids.toys,fisher-price
44700011,,pt-group
12200545,sport.bicycle,phoenix
3300315,,redmond
18300708,accessories.bag,
13200198,furniture.bedroom.bed,brw
28710020,,rieker
15200735,,mutlu
3700832,appliances.environment.vacuum,lg
5300496,,vitek
12708857,,triangle
12701973,,cordiant
31501025,,ikea
22600016,auto.accessories.compressor,chameleon
18400115,,pioneer
34800271,,cantra
12719670,,comforser
1306686,computers.notebook,prestigio
26018219,,
26403130,,sokolov
6700826,computers.components.videocards,palit
13000125,,sven
2601600,,shivaki
23900158,,
1305008,computers.notebook,xiaomi
18300020,accessories.bag,miracle
26500146,,lucente
12200724,sport.bicycle,cannondale
12717887,,pirelli
12200053,sport.bicycle,xiaomi
28715693,apparel.shoes,greyder
12712564,,triangle
28712208,apparel.shoes,baden
40200420,,tarkett
26400368,,
2700458,appliances.kitchen.refrigerators,atlant
5100654,electronics.clocks,garmin
17301549,,lanvin
28703625,apparel.shoes.keds,puma
1004230,electronics.smartphone,apple
15800081,,
6200345,appliances.environment.air_heater,klima
17200246,furniture.living_room.sofa,
17301511,,moschino
12712068,,triangle
31501167,,carlsbad
44500063,,omabelle
12703007,,cordiant
2702480,appliances.kitchen.refrigerators,midea
26400317,,lucente
26400755,,
31300080,,koopman
28717078,apparel.shoes.keds,puma
1801837,electronics.video.tv,rebus
6200706,appliances.environment.air_heater,
7005975,kids.carriage,easywalker
21406831,electronics.clocks,
2701638,appliances.kitchen.refrigerators,indesit
4300271,,polaris
12719666,,comforser
26204034,,sokolov
16500012,,
1304987,computers.notebook,acer
1201292,electronics.tablet,apple
3200370,appliances.kitchen.meat_grinder,redmond
6000286,auto.accessories.alarm,starline
8800488,electronics.telephone,hiper
15200510,,racer
28714174,apparel.shoes.slipons,greyder
36800008,,karya
32900137,accessories.bag,plano
17600979,,origins
42000017,,pt-group
28716712,apparel.shoes,respect
6700239,computers.components.videocards,asus
4201167,appliances.environment.air_conditioner,tcl
17301443,,bulgari
3300385,,redmond
12701398,,yokohama
6600093,computers.components.memory,kingston
18700012,,
13800557,furniture.bathroom.toilet,rosa
5000487,appliances.sewing_machine,janome
2900888,appliances.kitchen.microwave,lg
45200026,,
40800000,,
12713435,,tunga
3500155,,bosch
8500106,,bosch
13000163,,redragon
28714159,,caprice
28400973,accessories.bag,baden
4700534,auto.accessories.videoregister,inspector
12719458,,yokohama
8800733,electronics.telephone,inoi
22700445,,gross
1480326,computers.desktop,neo
3601511,appliances.kitchen.washer,lg
12712617,,triangle
28703727,apparel.shoes.keds,nike
12705460,,cordiant
13300014,,vegas
3700554,appliances.environment.vacuum,karcher
2900253,appliances.kitchen.microwave,gorenje
48700007,,crown
3701319,appliances.environment.vacuum,snowcap
12703493,,cordiant
12708417,,continental
12701642,,continental
13700228,,erlit
28714133,apparel.shoes.slipons,greyder
6000115,auto.accessories.alarm,tomahawk
26400646,,lucente
4100301,,sony
1801631,electronics.video.tv,artel
15100164,,
22700098,,stels
12201449,sport.bicycle,axis
26400381,,
26400360,,
9100077,computers.peripherals.mouse,hp
26401668,,lucente
28717308,apparel.shoes,fassen
12701997,,cordiant
13100403,,skad
12700086,,nokian
1201148,electronics.tablet,apple
32601192,,shimano
28718849,apparel.shoes,rieker
15200501,,bars
1306316,computers.notebook,apple
31300087,,pasabahce
9800480,,aerocool
2701642,appliances.kitchen.refrigerators,indesit
26200057,,
32900140,accessories.bag,
8800443,electronics.telephone,nokia
28101341,,nikotex
9100834,computers.peripherals.mouse,kingston
2900941,appliances.kitchen.microwave,electrolux
9100004,computers.peripherals.mouse,
9800402,,
3200460,appliances.kitchen.meat_grinder,galaxy
16800034,furniture.kitchen.table,bts
15200403,,bars
43900021,,bosch
12717511,,dunlop
1003859,electronics.smartphone,samsung
25600057,,
12715138,,kapsen
13700227,,erlit
1005033,electronics.smartphone,xiaomi
12703005,,cordiant
4803803,electronics.audio.headphone,joyroom
1002550,electronics.smartphone,blackberry
12712691,,bridgestone
12719241,,yokohama
12705714,,roadstone
5300913,,babyliss
6701170,computers.components.videocards,msi
5300172,,philips
2501909,appliances.kitchen.oven,dauscher
16300111,,
5100584,,garmin
4900018,appliances.kitchen.juicer,philips
12706800,,nokian
1801894,electronics.video.tv,rebus
21404902,electronics.clocks,
30000027,construction.tools.welding,redbo
1005145,electronics.smartphone,apple
5700967,auto.accessories.player,kenwood
6000272,auto.accessories.alarm,pandora
8000328,,
1304740,computers.notebook,acer
28711701,apparel.shoes,rieker
12712636,,yokohama
12711738,,cordiant
28706649,apparel.shoes.sandals,rieker
12100775,kids.skates,freefeet
1306986,computers.notebook,asus
26300554,,
1005148,electronics.smartphone,google
28300290,accessories.wallet,karya
13100843,,skad
1003183,electronics.smartphone,huawei
43900071,,bosch
24400034,,farmavita
18700037,,brw
12200960,sport.bicycle,dahon
5700937,auto.accessories.player,winca
17600622,,wonderlab
1305973,computers.notebook,acer
26400272,,lucente
26203491,,sokolov
1801139,electronics.video.tv,yasin
22700768,,tundra
26024058,,
9100899,computers.peripherals.mouse,hp
1306339,computers.notebook,hp
3701103,appliances.environment.vacuum,willmark
26400629,,
26401109,,
21401209,electronics.clocks,casio
1306798,computers.notebook,acer
12712912,,hankook
1005119,electronics.smartphone,apple
8500123,,
3300527,,redmond
1004256,electronics.smartphone,apple
3601475,appliances.kitchen.washer,lg
12718228,,goodyear
13700151,,
17000057,computers.desktop,dxracer
6000279,auto.accessories.alarm,starline
12701639,,continental
45600265,apparel.shoes,shagovita
40200424,,tarkett
12711995,,triangle
26021985,,
6000072,auto.accessories.alarm,pandora
12301191,construction.tools.drill,makita
3200377,appliances.kitchen.meat_grinder,moulinex
13300090,,vegas
2701305,appliances.kitchen.refrigerators,samsung
28719290,apparel.shoes.keds,fila
2800456,appliances.kitchen.refrigerators,
20500346,sport.ski,elan
36000081,appliances.kitchen.kettle,berghoff
28300429,accessories.wallet,karya
44500020,,omabelle
1307062,computers.notebook,asus
2702527,appliances.kitchen.refrigerators,dauscher
3700700,appliances.environment.vacuum,hoover
3100865,appliances.kitchen.blender,lumme
12714771,,goodyear
50600036,auto.accessories.compressor,denzel
3701315,appliances.environment.vacuum,gorenje
6201011,appliances.environment.air_heater,
12719068,,triangle
19500127,,
11400584,,hiper
26600120,,
2900442,appliances.kitchen.microwave,smeg
17900034,construction.tools.generator,huter
5100643,electronics.clocks,apple
12706656,,nokian
13201165,furniture.bedroom.bed,
28401046,accessories.bag,karya
12709273,,triangle
12702956,,nokian
42000021,,thule
2702362,appliances.kitchen.refrigerators,ava
26402429,,sokolov
5701079,auto.accessories.player,jvc
3100055,appliances.kitchen.blender,braun
18700008,,sv
2601683,,danke
35600012,,inhouse
17600023,,
