event_time,date,hour,day_of_week,time_id
2019-10-01 02:17:12+00:00,2019-10-01,2,Tuesday,1251
2019-10-01 02:17:13+00:00,2019-10-01,2,Tuesday,1254
2019-10-01 02:17:14+00:00,2019-10-01,2,Tuesday,1256
2019-10-01 02:17:15+00:00,2019-10-01,2,Tuesday,1257
2019-10-01 02:17:17+00:00,2019-10-01,2,Tuesday,1259
2019-10-01 02:17:18+00:00,2019-10-01,2,Tuesday,1260
2019-10-01 02:17:19+00:00,2019-10-01,2,Tuesday,1261
2019-10-01 02:17:20+00:00,2019-10-01,2,Tuesday,1262
2019-10-01 02:17:22+00:00,2019-10-01,2,Tuesday,1263
2019-10-01 02:17:23+00:00,2019-10-01,2,Tuesday,1265
2019-10-01 02:17:24+00:00,2019-10-01,2,Tuesday,1266
2019-10-01 02:17:25+00:00,2019-10-01,2,Tuesday,1267
2019-10-01 02:17:26+00:00,2019-10-01,2,Tuesday,1268
2019-10-01 02:17:27+00:00,2019-10-01,2,Tuesday,1269
2019-10-01 02:17:28+00:00,2019-10-01,2,Tuesday,1270
2019-10-01 02:17:29+00:00,2019-10-01,2,Tuesday,1275
2019-10-01 02:17:31+00:00,2019-10-01,2,Tuesday,1276
2019-10-01 02:17:32+00:00,2019-10-01,2,Tuesday,1277
2019-10-01 02:17:33+00:00,2019-10-01,2,Tuesday,1278
2019-10-01 02:17:35+00:00,2019-10-01,2,Tuesday,1280
2019-10-01 02:17:36+00:00,2019-10-01,2,Tuesday,1282
2019-10-01 02:17:37+00:00,2019-10-01,2,Tuesday,1283
2019-10-01 02:17:38+00:00,2019-10-01,2,Tuesday,1287
2019-10-01 02:17:39+00:00,2019-10-01,2,Tuesday,1289
2019-10-01 02:17:40+00:00,2019-10-01,2,Tuesday,1292
2019-10-01 02:17:41+00:00,2019-10-01,2,Tuesday,1294
2019-10-01 02:17:42+00:00,2019-10-01,2,Tuesday,1296
2019-10-01 02:17:43+00:00,2019-10-01,2,Tuesday,1301
2019-10-01 02:17:44+00:00,2019-10-01,2,Tuesday,1304
2019-10-01 02:17:46+00:00,2019-10-01,2,Tuesday,1307
2019-10-01 02:17:47+00:00,2019-10-01,2,Tuesday,1308
2019-10-01 02:17:48+00:00,2019-10-01,2,Tuesday,1310
2019-10-01 02:17:49+00:00,2019-10-01,2,Tuesday,1312
2019-10-01 02:17:50+00:00,2019-10-01,2,Tuesday,1314
2019-10-01 02:17:52+00:00,2019-10-01,2,Tuesday,1315
2019-10-01 02:17:53+00:00,2019-10-01,2,Tuesday,1317
2019-10-01 02:17:54+00:00,2019-10-01,2,Tuesday,1318
2019-10-01 02:17:55+00:00,2019-10-01,2,Tuesday,1319
2019-10-01 02:17:56+00:00,2019-10-01,2,Tuesday,1320
2019-10-01 02:17:57+00:00,2019-10-01,2,Tuesday,1322
2019-10-01 02:17:58+00:00,2019-10-01,2,Tuesday,1323
2019-10-01 02:17:59+00:00,2019-10-01,2,Tuesday,1325
2019-10-01 02:18:00+00:00,2019-10-01,2,Tuesday,1328
2019-10-01 02:18:01+00:00,2019-10-01,2,Tuesday,1329
2019-10-01 02:18:02+00:00,2019-10-01,2,Tuesday,1334
2019-10-01 02:18:03+00:00,2019-10-01,2,Tuesday,1338
2019-10-01 02:18:05+00:00,2019-10-01,2,Tuesday,1340
2019-10-01 02:18:06+00:00,2019-10-01,2,Tuesday,1341
2019-10-01 02:18:07+00:00,2019-10-01,2,Tuesday,1342
2019-10-01 02:18:08+00:00,2019-10-01,2,Tuesday,1345
2019-10-01 02:18:09+00:00,2019-10-01,2,Tuesday,1349
2019-10-01 02:18:10+00:00,2019-10-01,2,Tuesday,1351
2019-10-01 02:18:11+00:00,2019-10-01,2,Tuesday,1355
2019-10-01 02:18:12+00:00,2019-10-01,2,Tuesday,1359
2019-10-01 02:18:14+00:00,2019-10-01,2,Tuesday,1361
2019-10-01 02:18:15+00:00,2019-10-01,2,Tuesday,1362
2019-10-01 02:18:16+00:00,2019-10-01,2,Tuesday,1364
2019-10-01 02:18:17+00:00,2019-10-01,2,Tuesday,1369
2019-10-01 02:18:18+00:00,2019-10-01,2,Tuesday,1373
2019-10-01 02:18:19+00:00,2019-10-01,2,Tuesday,1380
2019-10-01 02:18:20+00:00,2019-10-01,2,Tuesday,1384
2019-10-01 02:18:21+00:00,2019-10-01,2,Tuesday,1386
2019-10-01 02:18:22+00:00,2019-10-01,2,Tuesday,1389
2019-10-01 02:18:24+00:00,2019-10-01,2,Tuesday,1393
2019-10-01 02:18:25+00:00,2019-10-01,2,Tuesday,1394
2019-10-01 02:18:26+00:00,2019-10-01,2,Tuesday,1395
2019-10-01 02:18:27+00:00,2019-10-01,2,Tuesday,1396
2019-10-01 02:18:28+00:00,2019-10-01,2,Tuesday,1400
2019-10-01 02:18:29+00:00,2019-10-01,2,Tuesday,1404
2019-10-01 02:18:30+00:00,2019-10-01,2,Tuesday,1407
2019-10-01 02:18:31+00:00,2019-10-01,2,Tuesday,1416
2019-10-01 02:18:33+00:00,2019-10-01,2,Tuesday,1418
2019-10-01 02:18:34+00:00,2019-10-01,2,Tuesday,1422
2019-10-01 02:18:35+00:00,2019-10-01,2,Tuesday,1424
2019-10-01 02:18:36+00:00,2019-10-01,2,Tuesday,1427
2019-10-01 02:18:37+00:00,2019-10-01,2,Tuesday,1428
2019-10-01 02:18:38+00:00,2019-10-01,2,Tuesday,1429
2019-10-01 02:18:39+00:00,2019-10-01,2,Tuesday,1432
2019-10-01 02:18:40+00:00,2019-10-01,2,Tuesday,1437
2019-10-01 02:18:42+00:00,2019-10-01,2,Tuesday,1443
2019-10-01 02:18:43+00:00,2019-10-01,2,Tuesday,1447
2019-10-01 02:18:44+00:00,2019-10-01,2,Tuesday,1452
2019-10-01 02:18:45+00:00,2019-10-01,2,Tuesday,1458
2019-10-01 02:18:46+00:00,2019-10-01,2,Tuesday,1459
2019-10-01 02:18:47+00:00,2019-10-01,2,Tuesday,1466
2019-10-01 02:18:48+00:00,2019-10-01,2,Tuesday,1470
2019-10-01 02:18:49+00:00,2019-10-01,2,Tuesday,1471
2019-10-01 02:18:51+00:00,2019-10-01,2,Tuesday,1475
2019-10-01 02:18:52+00:00,2019-10-01,2,Tuesday,1478
2019-10-01 02:18:53+00:00,2019-10-01,2,Tuesday,1481
2019-10-01 02:18:54+00:00,2019-10-01,2,Tuesday,1485
2019-10-01 02:18:55+00:00,2019-10-01,2,Tuesday,1489
2019-10-01 02:18:56+00:00,2019-10-01,2,Tuesday,1498
2019-10-01 02:18:57+00:00,2019-10-01,2,Tuesday,1502
2019-10-01 02:18:58+00:00,2019-10-01,2,Tuesday,1511
2019-10-01 02:18:59+00:00,2019-10-01,2,Tuesday,1517
2019-10-01 02:19:00+00:00,2019-10-01,2,Tuesday,1519
2019-10-01 02:19:01+00:00,2019-10-01,2,Tuesday,1520
2019-10-01 02:19:02+00:00,2019-10-01,2,Tuesday,1526
2019-10-01 02:19:03+00:00,2019-10-01,2,Tuesday,1529
2019-10-01 02:19:04+00:00,2019-10-01,2,Tuesday,1533
2019-10-01 02:19:05+00:00,2019-10-01,2,Tuesday,1541
2019-10-01 02:19:06+00:00,2019-10-01,2,Tuesday,1546
2019-10-01 02:19:07+00:00,2019-10-01,2,Tuesday,1547
2019-10-01 02:19:08+00:00,2019-10-01,2,Tuesday,1550
2019-10-01 02:19:09+00:00,2019-10-01,2,Tuesday,1552
2019-10-01 02:19:10+00:00,2019-10-01,2,Tuesday,1556
2019-10-01 02:19:11+00:00,2019-10-01,2,Tuesday,1561
2019-10-01 02:19:12+00:00,2019-10-01,2,Tuesday,1564
2019-10-01 02:19:13+00:00,2019-10-01,2,Tuesday,1567
2019-10-01 02:19:14+00:00,2019-10-01,2,Tuesday,1569
2019-10-01 02:19:15+00:00,2019-10-01,2,Tuesday,1572
2019-10-01 02:19:16+00:00,2019-10-01,2,Tuesday,1577
2019-10-01 02:19:17+00:00,2019-10-01,2,Tuesday,1582
2019-10-01 02:19:18+00:00,2019-10-01,2,Tuesday,1583
2019-10-01 02:19:19+00:00,2019-10-01,2,Tuesday,1584
2019-10-01 02:19:20+00:00,2019-10-01,2,Tuesday,1591
2019-10-01 02:19:21+00:00,2019-10-01,2,Tuesday,1594
2019-10-01 02:19:22+00:00,2019-10-01,2,Tuesday,1596
2019-10-01 02:19:23+00:00,2019-10-01,2,Tuesday,1602
2019-10-01 02:19:24+00:00,2019-10-01,2,Tuesday,1606
2019-10-01 02:19:25+00:00,2019-10-01,2,Tuesday,1608
2019-10-01 02:19:26+00:00,2019-10-01,2,Tuesday,1614
2019-10-01 02:19:27+00:00,2019-10-01,2,Tuesday,1619
2019-10-01 02:19:28+00:00,2019-10-01,2,Tuesday,1621
2019-10-01 02:19:29+00:00,2019-10-01,2,Tuesday,1622
2019-10-01 02:19:30+00:00,2019-10-01,2,Tuesday,1627
2019-10-01 02:19:31+00:00,2019-10-01,2,Tuesday,1632
2019-10-01 02:19:32+00:00,2019-10-01,2,Tuesday,1636
2019-10-01 02:19:33+00:00,2019-10-01,2,Tuesday,1639
2019-10-01 02:19:34+00:00,2019-10-01,2,Tuesday,1645
2019-10-01 02:19:35+00:00,2019-10-01,2,Tuesday,1650
2019-10-01 02:19:36+00:00,2019-10-01,2,Tuesday,1654
2019-10-01 02:19:37+00:00,2019-10-01,2,Tuesday,1661
2019-10-01 02:19:38+00:00,2019-10-01,2,Tuesday,1664
2019-10-01 02:19:39+00:00,2019-10-01,2,Tuesday,1668
2019-10-01 02:19:40+00:00,2019-10-01,2,Tuesday,1670
2019-10-01 02:19:41+00:00,2019-10-01,2,Tuesday,1673
2019-10-01 02:19:42+00:00,2019-10-01,2,Tuesday,1676
2019-10-01 02:19:43+00:00,2019-10-01,2,Tuesday,1683
2019-10-01 02:19:44+00:00,2019-10-01,2,Tuesday,1685
2019-10-01 02:19:45+00:00,2019-10-01,2,Tuesday,1693
2019-10-01 02:19:46+00:00,2019-10-01,2,Tuesday,1697
2019-10-01 02:19:47+00:00,2019-10-01,2,Tuesday,1704
2019-10-01 02:19:48+00:00,2019-10-01,2,Tuesday,1709
2019-10-01 02:19:49+00:00,2019-10-01,2,Tuesday,1713
2019-10-01 02:19:50+00:00,2019-10-01,2,Tuesday,1715
2019-10-01 02:19:51+00:00,2019-10-01,2,Tuesday,1718
2019-10-01 02:19:52+00:00,2019-10-01,2,Tuesday,1725
2019-10-01 02:19:53+00:00,2019-10-01,2,Tuesday,1733
2019-10-01 02:19:54+00:00,2019-10-01,2,Tuesday,1737
2019-10-01 02:19:55+00:00,2019-10-01,2,Tuesday,1743
2019-10-01 02:19:56+00:00,2019-10-01,2,Tuesday,1746
2019-10-01 02:19:57+00:00,2019-10-01,2,Tuesday,1750
2019-10-01 02:19:58+00:00,2019-10-01,2,Tuesday,1755
2019-10-01 02:19:59+00:00,2019-10-01,2,Tuesday,1757
2019-10-01 02:20:00+00:00,2019-10-01,2,Tuesday,1761
2019-10-01 02:20:01+00:00,2019-10-01,2,Tuesday,1768
2019-10-01 02:20:02+00:00,2019-10-01,2,Tuesday,1770
2019-10-01 02:20:03+00:00,2019-10-01,2,Tuesday,1778
2019-10-01 02:20:04+00:00,2019-10-01,2,Tuesday,1781
2019-10-01 02:20:06+00:00,2019-10-01,2,Tuesday,1785
2019-10-01 02:20:07+00:00,2019-10-01,2,Tuesday,1787
2019-10-01 02:20:08+00:00,2019-10-01,2,Tuesday,1793
2019-10-01 02:20:09+00:00,2019-10-01,2,Tuesday,1797
2019-10-01 02:20:10+00:00,2019-10-01,2,Tuesday,1802
2019-10-01 02:20:11+00:00,2019-10-01,2,Tuesday,1807
2019-10-01 02:20:12+00:00,2019-10-01,2,Tuesday,1813
2019-10-01 02:20:13+00:00,2019-10-01,2,Tuesday,1821
2019-10-01 02:20:14+00:00,2019-10-01,2,Tuesday,1830
2019-10-01 02:20:15+00:00,2019-10-01,2,Tuesday,1832
2019-10-01 02:20:16+00:00,2019-10-01,2,Tuesday,1835
2019-10-01 02:20:17+00:00,2019-10-01,2,Tuesday,1840
2019-10-01 02:20:18+00:00,2019-10-01,2,Tuesday,1845
2019-10-01 02:20:19+00:00,2019-10-01,2,Tuesday,1848
2019-10-01 02:20:20+00:00,2019-10-01,2,Tuesday,1851
2019-10-01 02:20:21+00:00,2019-10-01,2,Tuesday,1859
2019-10-01 02:20:22+00:00,2019-10-01,2,Tuesday,1862
2019-10-01 02:20:23+00:00,2019-10-01,2,Tuesday,1863
2019-10-01 02:20:24+00:00,2019-10-01,2,Tuesday,1869
2019-10-01 02:20:25+00:00,2019-10-01,2,Tuesday,1874
2019-10-01 02:20:26+00:00,2019-10-01,2,Tuesday,1877
2019-10-01 02:20:27+00:00,2019-10-01,2,Tuesday,1880
2019-10-01 02:20:28+00:00,2019-10-01,2,Tuesday,1882
2019-10-01 02:20:29+00:00,2019-10-01,2,Tuesday,1885
2019-10-01 02:20:30+00:00,2019-10-01,2,Tuesday,1890
2019-10-01 02:20:31+00:00,2019-10-01,2,Tuesday,1893
2019-10-01 02:20:32+00:00,2019-10-01,2,Tuesday,1898
2019-10-01 02:20:33+00:00,2019-10-01,2,Tuesday,1902
2019-10-01 02:20:34+00:00,2019-10-01,2,Tuesday,1906
2019-10-01 02:20:35+00:00,2019-10-01,2,Tuesday,1910
2019-10-01 02:20:36+00:00,2019-10-01,2,Tuesday,1919
2019-10-01 02:20:37+00:00,2019-10-01,2,Tuesday,1927
2019-10-01 02:20:38+00:00,2019-10-01,2,Tuesday,1931
2019-10-01 02:20:39+00:00,2019-10-01,2,Tuesday,1936
2019-10-01 02:20:40+00:00,2019-10-01,2,Tuesday,1938
2019-10-01 02:20:41+00:00,2019-10-01,2,Tuesday,1943
2019-10-01 02:20:42+00:00,2019-10-01,2,Tuesday,1950
2019-10-01 02:20:43+00:00,2019-10-01,2,Tuesday,1953
2019-10-01 02:20:44+00:00,2019-10-01,2,Tuesday,1960
2019-10-01 02:20:45+00:00,2019-10-01,2,Tuesday,1966
2019-10-01 02:20:46+00:00,2019-10-01,2,Tuesday,1979
2019-10-01 02:20:47+00:00,2019-10-01,2,Tuesday,1985
2019-10-01 02:20:48+00:00,2019-10-01,2,Tuesday,1991
2019-10-01 02:20:49+00:00,2019-10-01,2,Tuesday,1999
2019-10-01 02:20:50+00:00,2019-10-01,2,Tuesday,2005
2019-10-01 02:20:51+00:00,2019-10-01,2,Tuesday,2008
2019-10-01 02:20:52+00:00,2019-10-01,2,Tuesday,2012
2019-10-01 02:20:53+00:00,2019-10-01,2,Tuesday,2024
2019-10-01 02:20:54+00:00,2019-10-01,2,Tuesday,2026
2019-10-01 02:20:55+00:00,2019-10-01,2,Tuesday,2027
2019-10-01 02:20:56+00:00,2019-10-01,2,Tuesday,2034
2019-10-01 02:20:57+00:00,2019-10-01,2,Tuesday,2045
2019-10-01 02:20:58+00:00,2019-10-01,2,Tuesday,2049
2019-10-01 02:20:59+00:00,2019-10-01,2,Tuesday,2054
2019-10-01 02:21:00+00:00,2019-10-01,2,Tuesday,2057
2019-10-01 02:21:01+00:00,2019-10-01,2,Tuesday,2063
2019-10-01 02:21:02+00:00,2019-10-01,2,Tuesday,2072
2019-10-01 02:21:03+00:00,2019-10-01,2,Tuesday,2074
2019-10-01 02:21:04+00:00,2019-10-01,2,Tuesday,2075
2019-10-01 02:21:05+00:00,2019-10-01,2,Tuesday,2083
2019-10-01 02:21:06+00:00,2019-10-01,2,Tuesday,2086
2019-10-01 02:21:07+00:00,2019-10-01,2,Tuesday,2091
2019-10-01 02:21:08+00:00,2019-10-01,2,Tuesday,2094
2019-10-01 02:21:09+00:00,2019-10-01,2,Tuesday,2100
2019-10-01 02:21:10+00:00,2019-10-01,2,Tuesday,2101
2019-10-01 02:21:11+00:00,2019-10-01,2,Tuesday,2105
2019-10-01 02:21:12+00:00,2019-10-01,2,Tuesday,2109
2019-10-01 02:21:13+00:00,2019-10-01,2,Tuesday,2117
2019-10-01 02:21:14+00:00,2019-10-01,2,Tuesday,2123
2019-10-01 02:21:15+00:00,2019-10-01,2,Tuesday,2127
2019-10-01 02:21:16+00:00,2019-10-01,2,Tuesday,2132
2019-10-01 02:21:17+00:00,2019-10-01,2,Tuesday,2138
2019-10-01 02:21:18+00:00,2019-10-01,2,Tuesday,2146
2019-10-01 02:21:19+00:00,2019-10-01,2,Tuesday,2156
2019-10-01 02:21:20+00:00,2019-10-01,2,Tuesday,2165
2019-10-01 02:21:21+00:00,2019-10-01,2,Tuesday,2168
2019-10-01 02:21:22+00:00,2019-10-01,2,Tuesday,2178
2019-10-01 02:21:23+00:00,2019-10-01,2,Tuesday,2184
2019-10-01 02:21:24+00:00,2019-10-01,2,Tuesday,2193
2019-10-01 02:21:25+00:00,2019-10-01,2,Tuesday,2195
2019-10-01 02:21:26+00:00,2019-10-01,2,Tuesday,2203
2019-10-01 02:21:27+00:00,2019-10-01,2,Tuesday,2209
2019-10-01 02:21:28+00:00,2019-10-01,2,Tuesday,2214
2019-10-01 02:21:29+00:00,2019-10-01,2,Tuesday,2218
2019-10-01 02:21:30+00:00,2019-10-01,2,Tuesday,2222
2019-10-01 02:21:31+00:00,2019-10-01,2,Tuesday,2229
2019-10-01 02:21:32+00:00,2019-10-01,2,Tuesday,2233
2019-10-01 02:21:33+00:00,2019-10-01,2,Tuesday,2236
2019-10-01 02:21:34+00:00,2019-10-01,2,Tuesday,2243
2019-10-01 02:21:35+00:00,2019-10-01,2,Tuesday,2248
2019-10-01 02:21:36+00:00,2019-10-01,2,Tuesday,2259
2019-10-01 02:21:37+00:00,2019-10-01,2,Tuesday,2274
2019-10-01 02:21:38+00:00,2019-10-01,2,Tuesday,2277
2019-10-01 02:21:39+00:00,2019-10-01,2,Tuesday,2280
2019-10-01 02:21:40+00:00,2019-10-01,2,Tuesday,2289
2019-10-01 02:21:41+00:00,2019-10-01,2,Tuesday,2296
2019-10-01 02:21:42+00:00,2019-10-01,2,Tuesday,2302
2019-10-01 02:21:43+00:00,2019-10-01,2,Tuesday,2306
2019-10-01 02:21:44+00:00,2019-10-01,2,Tuesday,2311
2019-10-01 02:21:45+00:00,2019-10-01,2,Tuesday,2316
2019-10-01 02:21:46+00:00,2019-10-01,2,Tuesday,2323
2019-10-01 02:21:47+00:00,2019-10-01,2,Tuesday,2327
2019-10-01 02:21:48+00:00,2019-10-01,2,Tuesday,2337
2019-10-01 02:21:49+00:00,2019-10-01,2,Tuesday,2340
2019-10-01 02:21:50+00:00,2019-10-01,2,Tuesday,2348
2019-10-01 02:21:51+00:00,2019-10-01,2,Tuesday,2354
2019-10-01 02:21:52+00:00,2019-10-01,2,Tuesday,2360
2019-10-01 02:21:53+00:00,2019-10-01,2,Tuesday,2367
2019-10-01 02:21:54+00:00,2019-10-01,2,Tuesday,2373
2019-10-01 02:21:55+00:00,2019-10-01,2,Tuesday,2378
2019-10-01 02:21:56+00:00,2019-10-01,2,Tuesday,2382
2019-10-01 02:21:57+00:00,2019-10-01,2,Tuesday,2388
2019-10-01 02:21:58+00:00,2019-10-01,2,Tuesday,2394
2019-10-01 02:21:59+00:00,2019-10-01,2,Tuesday,2398
2019-10-01 02:22:00+00:00,2019-10-01,2,Tuesday,2403
2019-10-01 02:22:01+00:00,2019-10-01,2,Tuesday,2411
2019-10-01 02:22:02+00:00,2019-10-01,2,Tuesday,2415
2019-10-01 02:22:03+00:00,2019-10-01,2,Tuesday,2423
2019-10-01 02:22:04+00:00,2019-10-01,2,Tuesday,2427
2019-10-01 02:22:05+00:00,2019-10-01,2,Tuesday,2432
2019-10-01 02:22:06+00:00,2019-10-01,2,Tuesday,2440
2019-10-01 02:22:07+00:00,2019-10-01,2,Tuesday,2442
2019-10-01 02:22:08+00:00,2019-10-01,2,Tuesday,2452
2019-10-01 02:22:09+00:00,2019-10-01,2,Tuesday,2462
2019-10-01 02:22:10+00:00,2019-10-01,2,Tuesday,2470
2019-10-01 02:22:11+00:00,2019-10-01,2,Tuesday,2475
2019-10-01 02:22:12+00:00,2019-10-01,2,Tuesday,2482
2019-10-01 02:22:13+00:00,2019-10-01,2,Tuesday,2486
2019-10-01 02:22:14+00:00,2019-10-01,2,Tuesday,2490
2019-10-01 02:22:15+00:00,2019-10-01,2,Tuesday,2493
2019-10-01 02:22:16+00:00,2019-10-01,2,Tuesday,2500
2019-10-01 02:22:17+00:00,2019-10-01,2,Tuesday,2505
2019-10-01 02:22:18+00:00,2019-10-01,2,Tuesday,2514
2019-10-01 02:22:19+00:00,2019-10-01,2,Tuesday,2519
2019-10-01 02:22:20+00:00,2019-10-01,2,Tuesday,2525
2019-10-01 02:22:21+00:00,2019-10-01,2,Tuesday,2529
2019-10-01 02:22:22+00:00,2019-10-01,2,Tuesday,2536
2019-10-01 02:22:23+00:00,2019-10-01,2,Tuesday,2539
2019-10-01 02:22:24+00:00,2019-10-01,2,Tuesday,2543
2019-10-01 02:22:25+00:00,2019-10-01,2,Tuesday,2554
2019-10-01 02:22:26+00:00,2019-10-01,2,Tuesday,2562
2019-10-01 02:22:27+00:00,2019-10-01,2,Tuesday,2568
2019-10-01 02:22:28+00:00,2019-10-01,2,Tuesday,2576
2019-10-01 02:22:29+00:00,2019-10-01,2,Tuesday,2584
2019-10-01 02:22:30+00:00,2019-10-01,2,Tuesday,2593
2019-10-01 02:22:31+00:00,2019-10-01,2,Tuesday,2598
2019-10-01 02:22:32+00:00,2019-10-01,2,Tuesday,2609
2019-10-01 02:22:33+00:00,2019-10-01,2,Tuesday,2616
2019-10-01 02:22:34+00:00,2019-10-01,2,Tuesday,2621
2019-10-01 02:22:35+00:00,2019-10-01,2,Tuesday,2624
2019-10-01 02:22:36+00:00,2019-10-01,2,Tuesday,2631
2019-10-01 02:22:37+00:00,2019-10-01,2,Tuesday,2636
2019-10-01 02:22:38+00:00,2019-10-01,2,Tuesday,2642
2019-10-01 02:22:39+00:00,2019-10-01,2,Tuesday,2648
2019-10-01 02:22:40+00:00,2019-10-01,2,Tuesday,2651
2019-10-01 02:22:41+00:00,2019-10-01,2,Tuesday,2657
2019-10-01 02:22:42+00:00,2019-10-01,2,Tuesday,2666
2019-10-01 02:22:43+00:00,2019-10-01,2,Tuesday,2673
2019-10-01 02:22:44+00:00,2019-10-01,2,Tuesday,2679
2019-10-01 02:22:45+00:00,2019-10-01,2,Tuesday,2683
2019-10-01 02:22:46+00:00,2019-10-01,2,Tuesday,2688
2019-10-01 02:22:47+00:00,2019-10-01,2,Tuesday,2692
2019-10-01 02:22:48+00:00,2019-10-01,2,Tuesday,2697
2019-10-01 02:22:49+00:00,2019-10-01,2,Tuesday,2703
2019-10-01 02:22:50+00:00,2019-10-01,2,Tuesday,2711
2019-10-01 02:22:51+00:00,2019-10-01,2,Tuesday,2715
2019-10-01 02:22:52+00:00,2019-10-01,2,Tuesday,2722
2019-10-01 02:22:53+00:00,2019-10-01,2,Tuesday,2729
2019-10-01 02:22:54+00:00,2019-10-01,2,Tuesday,2738
2019-10-01 02:22:55+00:00,2019-10-01,2,Tuesday,2741
2019-10-01 02:22:56+00:00,2019-10-01,2,Tuesday,2743
2019-10-01 02:22:57+00:00,2019-10-01,2,Tuesday,2751
2019-10-01 02:22:58+00:00,2019-10-01,2,Tuesday,2755
2019-10-01 02:22:59+00:00,2019-10-01,2,Tuesday,2758
2019-10-01 02:23:00+00:00,2019-10-01,2,Tuesday,2761
2019-10-01 02:23:01+00:00,2019-10-01,2,Tuesday,2765
2019-10-01 02:23:02+00:00,2019-10-01,2,Tuesday,2771
2019-10-01 02:23:03+00:00,2019-10-01,2,Tuesday,2777
2019-10-01 02:23:04+00:00,2019-10-01,2,Tuesday,2787
2019-10-01 02:23:05+00:00,2019-10-01,2,Tuesday,2793
2019-10-01 02:23:06+00:00,2019-10-01,2,Tuesday,2803
2019-10-01 02:23:07+00:00,2019-10-01,2,Tuesday,2804
2019-10-01 02:23:08+00:00,2019-10-01,2,Tuesday,2812
2019-10-01 02:23:09+00:00,2019-10-01,2,Tuesday,2820
2019-10-01 02:23:10+00:00,2019-10-01,2,Tuesday,2825
2019-10-01 02:23:11+00:00,2019-10-01,2,Tuesday,2832
2019-10-01 02:23:12+00:00,2019-10-01,2,Tuesday,2840
2019-10-01 02:23:13+00:00,2019-10-01,2,Tuesday,2847
2019-10-01 02:23:14+00:00,2019-10-01,2,Tuesday,2851
2019-10-01 02:23:15+00:00,2019-10-01,2,Tuesday,2858
2019-10-01 02:23:16+00:00,2019-10-01,2,Tuesday,2869
2019-10-01 02:23:17+00:00,2019-10-01,2,Tuesday,2875
2019-10-01 02:23:18+00:00,2019-10-01,2,Tuesday,2878
2019-10-01 02:23:19+00:00,2019-10-01,2,Tuesday,2883
2019-10-01 02:23:20+00:00,2019-10-01,2,Tuesday,2891
2019-10-01 02:23:21+00:00,2019-10-01,2,Tuesday,2897
2019-10-01 02:23:22+00:00,2019-10-01,2,Tuesday,2905
2019-10-01 02:23:23+00:00,2019-10-01,2,Tuesday,2910
2019-10-01 02:23:24+00:00,2019-10-01,2,Tuesday,2917
2019-10-01 02:23:25+00:00,2019-10-01,2,Tuesday,2923
2019-10-01 02:23:26+00:00,2019-10-01,2,Tuesday,2931
2019-10-01 02:23:27+00:00,2019-10-01,2,Tuesday,2934
2019-10-01 02:23:28+00:00,2019-10-01,2,Tuesday,2940
2019-10-01 02:23:29+00:00,2019-10-01,2,Tuesday,2944
2019-10-01 02:23:30+00:00,2019-10-01,2,Tuesday,2949
2019-10-01 02:23:31+00:00,2019-10-01,2,Tuesday,2956
2019-10-01 02:23:32+00:00,2019-10-01,2,Tuesday,2963
2019-10-01 02:23:33+00:00,2019-10-01,2,Tuesday,2971
2019-10-01 02:23:34+00:00,2019-10-01,2,Tuesday,2976
2019-10-01 02:23:35+00:00,2019-10-01,2,Tuesday,2983
2019-10-01 02:23:36+00:00,2019-10-01,2,Tuesday,2987
2019-10-01 02:23:37+00:00,2019-10-01,2,Tuesday,2993
2019-10-01 02:23:38+00:00,2019-10-01,2,Tuesday,2997
2019-10-01 02:23:39+00:00,2019-10-01,2,Tuesday,3001
2019-10-01 02:23:40+00:00,2019-10-01,2,Tuesday,3008
2019-10-01 02:23:41+00:00,2019-10-01,2,Tuesday,3011
2019-10-01 02:23:42+00:00,2019-10-01,2,Tuesday,3021
2019-10-01 02:23:43+00:00,2019-10-01,2,Tuesday,3026
2019-10-01 02:23:44+00:00,2019-10-01,2,Tuesday,3031
2019-10-01 02:23:45+00:00,2019-10-01,2,Tuesday,3035
2019-10-01 02:23:46+00:00,2019-10-01,2,Tuesday,3036
2019-10-01 02:23:47+00:00,2019-10-01,2,Tuesday,3044
2019-10-01 02:23:48+00:00,2019-10-01,2,Tuesday,3051
2019-10-01 02:23:49+00:00,2019-10-01,2,Tuesday,3058
2019-10-01 02:23:50+00:00,2019-10-01,2,Tuesday,3065
2019-10-01 02:23:51+00:00,2019-10-01,2,Tuesday,3072
2019-10-01 02:23:52+00:00,2019-10-01,2,Tuesday,3078
2019-10-01 02:23:53+00:00,2019-10-01,2,Tuesday,3087
2019-10-01 02:23:54+00:00,2019-10-01,2,Tuesday,3091
2019-10-01 02:23:55+00:00,2019-10-01,2,Tuesday,3098
2019-10-01 02:23:56+00:00,2019-10-01,2,Tuesday,3105
2019-10-01 02:23:57+00:00,2019-10-01,2,Tuesday,3112
2019-10-01 02:23:58+00:00,2019-10-01,2,Tuesday,3118
2019-10-01 02:23:59+00:00,2019-10-01,2,Tuesday,3121
2019-10-01 02:24:00+00:00,2019-10-01,2,Tuesday,3127
2019-10-01 02:24:01+00:00,2019-10-01,2,Tuesday,3133
2019-10-01 02:24:02+00:00,2019-10-01,2,Tuesday,3137
2019-10-01 02:24:03+00:00,2019-10-01,2,Tuesday,3142
